7.224482059478759766e+00,-3.421857357025146484e+00
8.105899810791015625e+00,8.814177513122558594e-01
1.266079235076904297e+01,4.554892539978027344e+00
8.977369308471679688e+00,-3.683423042297363281e+00
6.991715431213378906e+00,-1.985653877258300781e+00
8.457089424133300781e+00,1.465373992919921875e+00
1.283881664276123047e+01,4.381727218627929688e+00
9.169330596923828125e+00,-3.669486045837402344e+00
5.430789947509765625e+00,-3.738540649414062500e+00
1.130206584930419922e+01,5.871275901794433594e+00
1.261335468292236328e+01,1.311288833618164062e+00
7.717541694641113281e+00,-4.895812988281250000e+00
7.387413024902343750e+00,-3.301286697387695312e-01
1.038159561157226562e+01,2.994182586669921875e+00
8.430298805236816406e+00,-1.951296806335449219e+00
1.314173126220703125e+01,4.711432456970214844e+00
8.347402572631835938e+00,-4.794328689575195312e+00
7.770993232727050781e+00,-5.764093399047851562e-01
1.205670452117919922e+01,4.285711288452148438e+00
1.025035667419433594e+01,-1.806347846984863281e+00
1.030042839050292969e+01,5.007171630859375000e-02
9.491371154785156250e+00,-8.090572357177734375e-01
8.788003921508789062e+00,-7.033672332763671875e-01
1.198893451690673828e+01,3.200930595397949219e+00
1.184733867645263672e+01,-1.415958404541015625e-01
9.184340476989746094e+00,-2.662998199462890625e+00
8.000474929809570312e+00,-1.183865547180175781e+00
9.242122650146484375e+00,1.241647720336914062e+00
9.764045715332031250e+00,5.219230651855468750e-01
1.039879226684570312e+01,6.347465515136718750e-01
8.334943771362304688e+00,-2.063848495483398438e+00
9.338447570800781250e+00,1.003503799438476562e+00
9.772675514221191406e+00,4.342279434204101562e-01
8.509990692138671875e+00,-1.262684822082519531e+00
9.040540695190429688e+00,5.305500030517578125e-01
1.281546401977539062e+01,3.774923324584960938e+00
1.350121498107910156e+01,6.857509613037109375e-01
8.391203880310058594e+00,-5.110011100769042969e+00
1.055610466003417969e+01,2.164900779724121094e+00
6.749777317047119141e+00,-3.806327342987060547e+00
8.592270851135253906e+00,1.842493534088134766e+00
1.530863380432128906e+01,6.716362953186035156e+00
8.981415748596191406e+00,-6.327218055725097656e+00
1.085175609588623047e+01,1.870340347290039062e+00
1.096667766571044922e+01,1.149215698242187500e-01
1.295934009552001953e+01,1.992662429809570312e+00
9.953275680541992188e+00,-3.006064414978027344e+00
5.423073768615722656e+00,-4.530201911926269531e+00
1.462551403045654297e+01,9.202440261840820312e+00
8.934604644775390625e+00,-5.690909385681152344e+00
5.088346958160400391e+00,-3.846257686614990234e+00
1.256801223754882812e+01,7.479665279388427734e+00
1.497413063049316406e+01,2.406118392944335938e+00
9.606843948364257812e+00,-5.367286682128906250e+00
8.887028694152832031e+00,-7.198152542114257812e-01
8.409989356994628906e+00,-4.770393371582031250e-01
1.294223499298095703e+01,4.532245635986328125e+00
1.050116825103759766e+01,-2.441066741943359375e+00
4.946923255920410156e+00,-5.554244995117187500e+00
1.230312347412109375e+01,7.356200218200683594e+00
