1.079675960540771484e+01,8.903770446777343750e-01
9.350458145141601562e+00,-1.446301460266113281e+00
2.601939201354980469e+00,-6.748518943786621094e+00
1.358389568328857422e+01,1.098195648193359375e+01
9.622106552124023438e+00,-3.961789131164550781e+00
6.828809738159179688e+00,-2.793296813964843750e+00
1.412011241912841797e+01,7.291302680969238281e+00
1.242325305938720703e+01,-1.696859359741210938e+00
1.005809116363525391e+01,-2.365161895751953125e+00
4.118062973022460938e+00,-5.940028190612792969e+00
1.506448078155517578e+01,1.094641780853271484e+01
7.019871234893798828e+00,-8.044609546661376953e+00
1.070423507690429688e+01,3.684363842010498047e+00
7.808102130889892578e+00,-2.896132946014404297e+00
7.820179939270019531e+00,1.207780838012695312e-02
1.105950927734375000e+01,3.239329338073730469e+00
1.234298419952392578e+01,1.283474922180175781e+00
7.671767711639404297e+00,-4.671216487884521484e+00
1.477156257629394531e+01,7.099794864654541016e+00
6.987333774566650391e+00,-7.784228801727294922e+00
9.512344360351562500e+00,2.525010585784912109e+00
1.567763519287109375e+01,6.165290832519531250e+00
7.792486190795898438e+00,-7.885149002075195312e+00
1.097047424316406250e+01,3.177988052368164062e+00
7.915721416473388672e+00,-3.054752826690673828e+00
1.190574645996093750e+01,3.990025043487548828e+00
1.035091590881347656e+01,-1.554830551147460938e+00
9.597368240356445312e+00,-7.535476684570312500e-01
1.070569229125976562e+01,1.108324050903320312e+00
1.503389453887939453e+01,4.328202247619628906e+00
7.017173290252685547e+00,-8.016721248626708984e+00
6.103056430816650391e+00,-9.141168594360351562e-01
1.822592163085937500e+01,1.212286520004272461e+01
2.421676158905029297e+00,-1.580424547195434570e+01
1.520184612274169922e+01,1.278016996383666992e+01
9.379033088684082031e+00,-5.822813034057617188e+00
1.120127296447753906e+01,1.822239875793457031e+00
1.068213272094726562e+01,-5.191402435302734375e-01
7.578280448913574219e+00,-3.103852272033691406e+00
9.202519416809082031e+00,1.624238967895507812e+00
1.552042388916015625e+01,6.317904472351074219e+00
7.006021976470947266e+00,-8.514401912689208984e+00
1.378079605102539062e+01,6.774774074554443359e+00
9.109619140625000000e+00,-4.671176910400390625e+00
5.645151615142822266e+00,-3.464467525482177734e+00
1.552813720703125000e+01,9.882985591888427734e+00
1.146042251586914062e+01,-4.067714691162109375e+00
6.790142536163330078e+00,-4.670279979705810547e+00
1.712208747863769531e+01,1.033194494247436523e+01
7.977395057678222656e+00,-9.144692420959472656e+00
1.048521232604980469e+01,2.507817268371582031e+00
5.152006149291992188e+00,-5.333206176757812500e+00
1.818568420410156250e+01,1.303367805480957031e+01
1.253254699707031250e+01,-5.653137207031250000e+00
1.026883316040039062e+01,-2.263713836669921875e+00
8.906494140625000000e+00,-1.362339019775390625e+00
9.318289756774902344e+00,4.117956161499023438e-01
1.312199115753173828e+01,3.803701400756835938e+00
8.842842102050781250e+00,-4.279149055480957031e+00
9.052753448486328125e+00,2.099113464355468750e-01
